Customer_Name,Age,Annual_Income,Credit_Score,Employment_Status,Debt_to_Income_Ratio,Loan_Amount,Loan_Term_Months,Past_Loans,Defaults,Marital_Status,Education_Level,Risk_Flag
Radhika Shinde,21,351416,712,Salaried,0.42,151599,72,6,1,Married,Graduate,0
Meena Singh,44,200000,729,Government,0.11,42893,24,3,0,Single,Undergraduate,0
Deepak Verma,42,237498,556,Business,0.19,48583,72,4,1,Married,Postgraduate,1
Rahul Mehta,36,337678,619,Salaried,0.37,115177,60,7,2,Single,Undergraduate,1
Mahesh Choudhary,37,466728,797,Unemployed,0.12,220876,72,6,0,Single,Graduate,1
Shruti Patel,28,498950,493,Salaried,0.53,126966,36,4,3,Married,Graduate,1
Karan More,26,1001782,839,Government,0.57,227654,48,1,0,Single,Postgraduate,1
Kavita Singh,33,616854,770,Self-employed,0.27,158381,48,6,0,Single,Graduate,0
Pooja Jadhav,33,490808,710,Salaried,0.5,94622,12,3,0,Married,Postgraduate,1
Kavita Joshi,39,332984,697,Salaried,0.29,153582,24,4,1,Single,Undergraduate,0
Mahesh Nair,21,462204,850,Business,0.44,153513,12,6,0,Married,Graduate,0
Shruti Menon,33,779224,682,Business,0.44,80069,36,1,1,Single,Postgraduate,0
Karan Shinde,44,230878,768,Government,0.51,45777,60,5,0,Married,Postgraduate,1
Sneha Deshmukh,39,628772,695,Government,0.33,256599,12,0,1,Single,Postgraduate,0
Riya Kadam,22,770182,762,Salaried,0.55,314766,24,5,0,Single,Graduate,1
Ankit Menon,30,363392,732,Self-employed,0.12,78315,48,4,0,Married,Undergraduate,0
Harsh Mane,30,530549,538,Self-employed,0.24,151033,36,7,2,Single,Graduate,1
Divya Kadam,36,208858,616,Salaried,0.26,37910,72,7,2,Married,Postgraduate,1
Riya Verma,30,426065,695,Salaried,0.26,163056,60,5,1,Married,Graduate,0
Rohit Nair,21,323337,830,Salaried,0.31,144707,12,4,0,Married,Undergraduate,0
Sanjay Saxena,33,273065,823,Self-employed,0.11,117927,24,2,0,Single,Postgraduate,0
Pooja Kulkarni,26,428916,603,Business,0.6,113656,12,1,2,Single,Undergraduate,1
Amit Kadam,23,200000,646,Business,0.54,66480,60,0,2,Married,Graduate,1
Riya Sharma,59,418875,671,Salaried,0.56,115533,60,4,1,Single,Graduate,1
Manoj Singh,35,753233,759,Government,0.15,94295,12,5,0,Single,Undergraduate,0
Anjali Sawant,50,298617,637,Salaried,0.11,148108,12,6,2,Married,Undergraduate,1
Pooja Kadam,33,539087,775,Business,0.12,234267,12,1,0,Single,Postgraduate,0
Suresh More,46,625992,575,Business,0.23,228201,12,7,3,Single,Undergraduate,1
Sneha Sharma,34,619125,629,Salaried,0.36,73548,36,4,3,Married,Graduate,1
Komal Tripathi,25,251375,647,Salaried,0.36,73748,12,6,3,Married,Postgraduate,1
Mahesh Jadhav,30,576784,567,Salaried,0.46,274864,36,4,3,Single,Graduate,1
Anjali Menon,33,498283,650,Government,0.25,127980,72,2,2,Married,Graduate,1
Nitin Jadhav,41,948110,720,Business,0.53,106291,24,2,1,Married,Graduate,1
Amit Patel,44,701345,588,Salaried,0.1,141934,72,0,3,Married,Undergraduate,1
Riya Mishra,36,405156,803,Self-employed,0.37,150239,72,7,0,Single,Undergraduate,0
Arjun Sawant,57,1032400,650,Salaried,0.46,171314,48,3,1,Single,Undergraduate,1
Harsh Patel,33,830019,759,Government,0.12,275761,12,2,0,Single,Postgraduate,0
Preeti Verma,44,487887,746,Salaried,0.2,140711,36,3,0,Married,Undergraduate,0
Sakshi Verma,39,667153,840,Salaried,0.26,72913,24,3,0,Single,Postgraduate,0
Anjali Chavan,34,204501,706,Self-employed,0.18,82122,24,0,0,Married,Postgraduate,0
Aditya Menon,21,923847,632,Government,0.52,452251,48,4,2,Married,Undergraduate,1
Swati Pawar,53,353624,776,Government,0.22,106268,24,5,0,Married,Postgraduate,0
Neha Malhotra,24,790581,850,Self-employed,0.54,208137,36,6,0,Single,Postgraduate,1
Amit Nair,42,814475,675,Salaried,0.39,378902,60,1,1,Single,Undergraduate,0
Isha Mehta,27,634536,655,Self-employed,0.29,284360,24,3,0,Married,Graduate,0
Suresh Gupta,60,312295,455,Salaried,0.17,142004,12,1,2,Single,Undergraduate,1
Karan Saxena,32,451274,781,Salaried,0.35,59758,36,2,0,Single,Postgraduate,0
Ajay Pandey,45,769817,850,Government,0.22,243545,12,4,0,Single,Graduate,0
Sakshi Verma,30,268468,694,Salaried,0.52,118985,60,1,1,Single,Postgraduate,1
Meena Malhotra,28,581519,461,Self-employed,0.16,286793,24,4,3,Married,Graduate,1
Rahul Mishra,31,390358,706,Self-employed,0.28,135261,48,5,0,Married,Undergraduate,0
Tanvi Sawant,40,839014,715,Self-employed,0.5,394005,36,6,0,Single,Undergraduate,1
Manoj Sharma,36,224296,710,Salaried,0.24,106792,12,5,1,Married,Graduate,0
Isha Malhotra,42,361581,765,Salaried,0.55,40507,36,0,0,Married,Undergraduate,1
Kavita Mane,29,200000,757,Salaried,0.4,76172,72,6,0,Single,Graduate,0
Isha Shinde,25,690525,544,Government,0.34,183714,60,4,1,Married,Undergraduate,1
Shruti Yadav,33,728792,751,Salaried,0.19,161343,12,1,0,Married,Undergraduate,0
Nitin Gupta,31,289090,672,Government,0.47,113005,24,2,0,Single,Graduate,1
Preeti Pawar,43,499408,642,Unemployed,0.5,225637,48,6,1,Single,Undergraduate,1
Anjali Deshmukh,33,409361,665,Self-employed,0.45,145355,60,6,1,Married,Graduate,0
Sneha Sawant,30,801048,656,Salaried,0.39,192066,72,1,0,Single,Undergraduate,0
Deepak Iyer,30,211213,584,Government,0.19,81395,12,4,3,Married,Undergraduate,1
Ankit Dubey,26,201399,704,Unemployed,0.54,23697,36,1,1,Single,Undergraduate,1
Sunil Patil,28,365220,789,Self-employed,0.51,100521,48,1,0,Married,Undergraduate,1
Sakshi Tripathi,49,402763,519,Business,0.13,174169,36,7,2,Married,Undergraduate,1
Rajesh Tripathi,22,278538,687,Unemployed,0.18,46325,48,0,0,Married,Postgraduate,1
Komal Kadam,42,1690943,638,Salaried,0.47,617545,36,6,1,Married,Postgraduate,1
Anjali Dubey,36,201122,491,Business,0.46,45760,72,3,3,Single,Postgraduate,1
Kavita Kapoor,42,253332,541,Government,0.21,89215,24,1,2,Married,Undergraduate,1
Isha Chatterjee,39,399740,705,Salaried,0.34,95964,60,5,1,Single,Postgraduate,0
Meena Chatterjee,45,370184,566,Unemployed,0.55,38230,72,6,3,Single,Postgraduate,1
Amit Verma,43,222974,734,Business,0.17,75750,60,6,0,Single,Postgraduate,0
Komal Choudhary,29,688621,636,Salaried,0.39,322875,24,5,3,Single,Postgraduate,1
Varun Singh,25,592621,724,Salaried,0.13,252566,72,2,0,Single,Postgraduate,0
Divya Jadhav,32,580064,713,Self-employed,0.52,131664,72,3,0,Single,Undergraduate,1
Aditya Bhosale,21,222001,621,Salaried,0.36,62727,36,3,1,Married,Graduate,1
Meena Yadav,35,1345105,733,Self-employed,0.26,261765,12,2,0,Married,Undergraduate,0
Rahul Saxena,26,325248,619,Government,0.4,106061,12,5,3,Married,Postgraduate,1
Mahesh Patil,25,344041,699,Salaried,0.15,141741,72,1,1,Single,Graduate,0
Ajay Menon,47,256377,662,Salaried,0.26,99867,36,5,0,Single,Graduate,0
Rajesh Thakur,46,440951,544,Self-employed,0.13,73037,48,5,3,Married,Undergraduate,1
Tanvi Tripathi,34,580178,850,Salaried,0.18,277049,36,1,0,Married,Undergraduate,0
Deepak Deshmukh,25,573391,655,Government,0.3,79014,24,4,1,Single,Postgraduate,0
Sanjay Yadav,50,473475,695,Business,0.11,208631,24,1,0,Single,Graduate,0
Isha More,37,357507,704,Business,0.39,132018,72,1,1,Married,Graduate,0
Sneha Gupta,42,391890,764,Salaried,0.19,128867,24,4,0,Married,Undergraduate,0
Shruti Patil,38,356726,669,Salaried,0.5,138298,60,5,1,Single,Undergraduate,1
Sanjay Bhosale,21,303496,716,Business,0.19,126024,72,4,1,Married,Undergraduate,0
Asha Chatterjee,49,387548,701,Government,0.55,59360,36,0,0,Married,Undergraduate,1
Varun Malhotra,38,550608,584,Government,0.21,269585,72,6,3,Single,Postgraduate,1
Harsh Kadam,31,893583,568,Salaried,0.49,332756,60,4,3,Married,Undergraduate,1
Meena Patil,42,301778,602,Government,0.59,124097,48,6,2,Married,Postgraduate,1
Isha More,33,729380,638,Unemployed,0.22,86305,24,5,1,Married,Graduate,1
Tanvi Gupta,38,474440,656,Salaried,0.22,188596,24,2,1,Married,Postgraduate,0
Swati Thakur,33,284236,681,Unemployed,0.54,41540,72,7,1,Married,Postgraduate,1
Radhika Dubey,39,443372,735,Salaried,0.26,62257,72,7,0,Married,Postgraduate,0
Rohit Joshi,35,328707,633,Government,0.35,33081,12,3,2,Married,Postgraduate,1
Radhika Kulkarni,29,384917,770,Business,0.56,145294,12,5,0,Single,Undergraduate,1
Sneha Pandey,48,314161,827,Unemployed,0.46,49033,24,2,0,Single,Graduate,1
Rohit Sawant,29,512909,659,Government,0.11,171194,72,1,0,Single,Undergraduate,0
Kavita Dubey,22,480080,611,Salaried,0.44,197230,24,2,2,Single,Undergraduate,1
Kavita Pawar,21,937467,698,Salaried,0.23,275926,24,1,1,Married,Postgraduate,0
Ankit Pandey,30,687967,687,Business,0.6,102558,72,1,1,Single,Postgraduate,1
Ankit More,53,204944,577,Government,0.37,88041,12,7,2,Single,Postgraduate,1
Rajesh Patil,28,798990,827,Salaried,0.6,180673,36,3,0,Single,Graduate,1
Meena Malhotra,53,482864,677,Business,0.34,65013,60,0,1,Single,Postgraduate,0
Nitin Pandey,27,518556,717,Government,0.21,66250,24,1,0,Single,Postgraduate,0
Ankit Mane,60,602082,739,Government,0.5,156449,72,6,0,Married,Postgraduate,1
Komal Pandey,36,478435,637,Salaried,0.34,235845,24,1,3,Married,Graduate,1
Swati Chavan,40,287055,809,Salaried,0.29,116558,72,6,0,Single,Undergraduate,0
Kavita Malhotra,25,775222,727,Salaried,0.17,304942,36,1,0,Single,Postgraduate,0
Shruti Tripathi,21,1057070,669,Unemployed,0.59,266216,60,2,0,Single,Undergraduate,1
Anjali Bhosale,23,357683,677,Government,0.5,99929,72,5,1,Single,Postgraduate,1
Nitin Pandey,39,485536,678,Unemployed,0.51,177863,60,5,1,Single,Undergraduate,1
Anjali Nair,35,328673,767,Business,0.12,46989,72,3,0,Married,Graduate,0
Rohit Joshi,34,334877,743,Government,0.4,167151,72,6,0,Married,Postgraduate,0
Aditya Chatterjee,50,525857,698,Salaried,0.24,254066,12,1,0,Single,Graduate,0
Varun Kadam,35,1661338,647,Salaried,0.13,369984,12,3,1,Married,Postgraduate,1
Karan Mishra,47,260135,639,Self-employed,0.1,82617,36,0,1,Married,Postgraduate,1
Isha Mane,41,759971,781,Business,0.56,233503,72,6,0,Married,Graduate,1
Deepak Gupta,42,706370,564,Unemployed,0.21,117449,36,3,2,Married,Postgraduate,1
Mahesh Sharma,26,394128,809,Self-employed,0.33,187398,12,4,0,Single,Undergraduate,0
Sneha Yadav,34,350295,732,Salaried,0.4,103731,24,4,0,Single,Undergraduate,0
Pooja Kadam,36,585980,700,Unemployed,0.48,64503,36,4,1,Single,Postgraduate,1
Vikram Nair,36,366923,614,Business,0.57,83574,48,5,3,Married,Graduate,1
Neha Dubey,21,500620,617,Salaried,0.38,173942,36,1,3,Single,Undergraduate,1
Aditya Menon,47,1066145,691,Government,0.41,279494,60,0,1,Single,Undergraduate,0
Divya Mane,44,654862,707,Government,0.44,119080,60,1,0,Single,Undergraduate,0
Preeti Singh,42,864672,723,Salaried,0.28,336002,36,2,0,Single,Postgraduate,0
Meena Thakur,40,577788,728,Salaried,0.18,229871,36,5,0,Single,Postgraduate,0
Sanjay Gupta,50,563034,626,Salaried,0.27,189271,12,3,3,Single,Graduate,1
Aditya Joshi,30,498806,605,Salaried,0.56,81072,36,6,2,Married,Undergraduate,1
Divya Kadam,36,240338,733,Salaried,0.45,40064,36,1,0,Married,Undergraduate,0
Amit Iyer,28,473420,738,Salaried,0.6,87950,60,2,0,Married,Postgraduate,1
Vikram Bhosale,41,901754,494,Government,0.58,334361,36,7,2,Single,Undergraduate,1
Vikram Patel,31,533031,748,Government,0.55,86842,12,1,0,Single,Graduate,1
Kavita Thakur,39,358959,787,Salaried,0.16,132223,12,5,0,Married,Undergraduate,0
Mahesh Jadhav,48,555178,663,Salaried,0.45,176626,48,6,0,Single,Postgraduate,0
Harsh Joshi,40,320497,732,Government,0.25,96488,24,6,0,Single,Postgraduate,0
Ankita Deshmukh,29,217922,635,Salaried,0.23,55997,36,1,2,Married,Graduate,1
Divya Pawar,36,357821,675,Business,0.12,177546,60,1,1,Single,Postgraduate,0
Divya Singh,26,469680,518,Government,0.49,211375,12,0,2,Single,Undergraduate,1
Varun Malhotra,21,513892,635,Salaried,0.54,227002,36,6,2,Married,Undergraduate,1
Harsh Kadam,33,223538,631,Salaried,0.47,98992,72,5,1,Single,Graduate,1
Sanjay More,21,620765,658,Salaried,0.4,261384,60,5,1,Married,Graduate,0
Preeti Jadhav,33,514542,663,Self-employed,0.46,192285,72,5,0,Single,Undergraduate,1
Rohit Iyer,37,520783,707,Self-employed,0.53,106334,60,7,1,Married,Postgraduate,1
Riya Nair,46,415395,730,Salaried,0.59,149422,60,3,0,Single,Undergraduate,1
Mahesh Kadam,44,377631,655,Government,0.25,74176,36,5,0,Single,Graduate,0
Rohit Saxena,21,572395,818,Salaried,0.6,202572,12,2,0,Single,Graduate,1
Neha Pawar,21,955313,675,Salaried,0.35,253222,12,0,0,Single,Graduate,0
Asha Mishra,62,352902,705,Salaried,0.19,60186,72,0,1,Married,Graduate,0
Varun Dubey,32,528338,671,Salaried,0.57,243841,72,6,0,Married,Undergraduate,1
Karan Verma,29,468876,726,Salaried,0.2,222796,36,1,0,Single,Graduate,0
Suresh Nair,46,1219431,668,Salaried,0.52,136856,72,5,0,Single,Graduate,1
Sakshi Reddy,29,585617,637,Salaried,0.27,273981,12,6,3,Married,Postgraduate,1
Vikram Pandey,60,920863,652,Government,0.31,452415,24,1,0,Married,Postgraduate,0
Rahul Chavan,36,284658,603,Business,0.47,105684,72,5,2,Married,Undergraduate,1
Harsh Patel,39,586935,669,Self-employed,0.17,176160,36,3,0,Married,Undergraduate,0
Aditya Jadhav,21,729726,664,Self-employed,0.41,292677,60,1,1,Married,Undergraduate,0
Tanvi Pandey,25,1047790,678,Business,0.3,151036,48,7,0,Single,Graduate,0
Neha Yadav,32,651181,677,Business,0.47,196436,24,0,0,Single,Undergraduate,1
Kavita Choudhary,36,477334,700,Business,0.58,73086,12,1,0,Single,Undergraduate,1
Karan Choudhary,45,325325,730,Government,0.3,45144,48,6,0,Married,Undergraduate,0
Rahul Malhotra,44,244303,654,Salaried,0.49,75642,60,0,1,Married,Undergraduate,1
Rohit Thakur,44,473147,715,Salaried,0.17,159657,48,5,0,Single,Undergraduate,0
Divya Dubey,33,598252,695,Business,0.21,240155,36,1,1,Single,Postgraduate,0
Rahul Dubey,30,315666,716,Government,0.25,42517,60,3,0,Single,Postgraduate,0
Manoj Chatterjee,36,369314,648,Business,0.4,65618,36,1,3,Married,Undergraduate,1
Amit Saxena,24,275582,651,Salaried,0.26,102408,12,3,0,Single,Graduate,0
Ajay Sharma,47,285857,795,Salaried,0.36,91926,12,7,0,Married,Graduate,0
Sneha Tripathi,54,489635,671,Business,0.54,80853,12,4,1,Married,Graduate,1
Isha Dubey,24,486105,711,Salaried,0.6,230483,24,4,1,Single,Graduate,1
Aditya Patil,32,542820,689,Self-employed,0.5,249513,60,3,0,Single,Undergraduate,1
Vivek Thakur,49,345163,684,Salaried,0.37,60481,72,3,1,Single,Undergraduate,0
Deepak More,22,638782,551,Government,0.56,304241,24,5,2,Married,Graduate,1
Rajesh Patil,25,793482,619,Salaried,0.39,180439,60,6,2,Married,Graduate,1
Neha Deshmukh,26,306745,786,Government,0.57,44721,60,0,0,Single,Postgraduate,1
Shruti Mehta,48,394404,624,Business,0.33,156580,48,7,1,Married,Undergraduate,1
Vivek Pawar,37,248461,735,Salaried,0.19,112826,12,4,0,Single,Postgraduate,0
Asha Mehta,44,370781,728,Salaried,0.35,142052,60,0,0,Married,Undergraduate,0
Ankita Shinde,21,740251,625,Salaried,0.12,192755,24,3,3,Single,Postgraduate,1
Sunil Gupta,53,285132,743,Salaried,0.19,122931,12,5,0,Married,Undergraduate,0
Kavita Deshmukh,33,317024,610,Salaried,0.22,49940,72,0,1,Married,Graduate,1
Asha Jadhav,37,285263,726,Salaried,0.53,61406,48,4,0,Married,Postgraduate,1
Sneha Thakur,47,263022,631,Business,0.22,121688,60,2,3,Single,Postgraduate,1
Tanvi Shinde,33,410249,621,Salaried,0.26,61324,60,2,2,Single,Postgraduate,1
Ankita Gupta,21,304935,605,Salaried,0.43,128713,24,5,2,Single,Undergraduate,1
Radhika Singh,52,505471,805,Salaried,0.32,237941,24,3,0,Married,Undergraduate,0
Vikram Saxena,53,836961,738,Salaried,0.12,339548,36,2,0,Married,Undergraduate,0
Shruti Kapoor,28,589354,729,Unemployed,0.58,219379,60,5,0,Single,Undergraduate,1
Rajesh Gupta,41,619857,646,Government,0.36,263976,72,5,1,Married,Postgraduate,1
Arjun Yadav,30,816982,683,Salaried,0.29,231114,12,5,0,Married,Graduate,0
Divya Shinde,24,804059,805,Government,0.31,293960,72,4,0,Single,Undergraduate,0
Aditya Verma,30,502921,661,Government,0.38,171357,12,3,0,Single,Postgraduate,0
Kavita Yadav,39,373510,691,Salaried,0.21,163312,48,4,0,Married,Postgraduate,0
Deepak Mane,39,427181,590,Salaried,0.47,91752,36,7,1,Single,Postgraduate,1
Deepak Dubey,39,343510,571,Salaried,0.51,91189,60,6,3,Single,Graduate,1
Isha Patel,43,389356,534,Salaried,0.4,158490,48,7,2,Single,Postgraduate,1
Manoj Yadav,34,956178,677,Salaried,0.23,186714,48,7,1,Single,Graduate,0
Suresh Mane,29,1133803,800,Salaried,0.56,526658,48,6,0,Married,Graduate,1
Harsh Saxena,41,401556,635,Self-employed,0.24,80530,36,2,2,Single,Undergraduate,1
Ajay Kulkarni,31,247436,690,Government,0.2,28080,36,6,0,Married,Graduate,0
Ankit Dubey,37,262204,651,Salaried,0.12,75982,48,1,0,Single,Undergraduate,0
Isha Chavan,41,327522,675,Business,0.29,39949,48,5,0,Single,Undergraduate,0
Tanvi Sawant,41,438175,657,Salaried,0.34,217327,24,5,0,Single,Undergraduate,0
Pooja Joshi,26,621827,683,Self-employed,0.22,133769,24,4,0,Married,Postgraduate,0
Nisha Jadhav,47,1156710,747,Government,0.39,194235,24,2,0,Single,Undergraduate,0
Deepak Iyer,38,509722,632,Business,0.45,75213,24,0,1,Single,Undergraduate,1
Anjali Kulkarni,25,269344,762,Salaried,0.49,49185,72,6,0,Married,Graduate,1
Rohit Pawar,28,311424,743,Salaried,0.1,32606,72,3,0,Married,Graduate,0
Shruti Verma,31,329825,722,Business,0.48,143717,24,0,0,Married,Undergraduate,1
Vikram Patil,30,367728,588,Government,0.45,140180,12,7,1,Married,Undergraduate,1
Komal Kadam,26,472573,744,Salaried,0.49,71022,24,1,0,Married,Graduate,1
Manoj More,44,693143,657,Business,0.11,157787,60,2,1,Married,Postgraduate,0
Aditya Gupta,27,313329,598,Self-employed,0.29,150357,24,3,3,Single,Graduate,1
Karan Joshi,33,516293,785,Salaried,0.24,176114,72,2,0,Single,Postgraduate,0
Asha Dubey,43,365091,842,Government,0.59,164060,72,6,0,Single,Postgraduate,1
Suresh Choudhary,39,600094,655,Self-employed,0.31,242055,48,4,0,Married,Postgraduate,0
Rohit Patil,25,240358,771,Salaried,0.56,24232,72,6,0,Married,Postgraduate,1
Meena Malhotra,23,521730,631,Business,0.3,126895,12,1,1,Single,Graduate,1
Nitin Reddy,27,416621,672,Self-employed,0.15,80361,24,1,1,Married,Undergraduate,0
Varun Verma,29,511225,666,Salaried,0.32,170740,12,5,0,Married,Undergraduate,0
Karan Deshmukh,34,369585,587,Government,0.56,64809,60,6,3,Single,Graduate,1
Divya Tripathi,40,360593,692,Salaried,0.19,135059,60,4,0,Married,Undergraduate,0
Ankit Mehta,44,811213,605,Salaried,0.58,322482,12,7,3,Married,Graduate,1
Aditya Sawant,48,450196,666,Salaried,0.52,143530,60,4,1,Single,Graduate,1
Ajay Yadav,30,429923,618,Salaried,0.5,131141,36,6,3,Single,Postgraduate,1
Rohit Mane,54,223725,783,Government,0.1,95719,48,6,0,Single,Graduate,0
Rohit Chavan,45,322488,800,Salaried,0.17,129776,24,6,0,Married,Graduate,0
Riya Dubey,21,336183,752,Unemployed,0.5,124820,36,0,0,Married,Postgraduate,1
Rohit Singh,49,673026,646,Salaried,0.21,99493,60,3,3,Married,Postgraduate,1
Ajay Bhosale,25,486472,743,Salaried,0.48,192175,36,1,0,Single,Postgraduate,1
Ajay Kulkarni,26,656997,609,Salaried,0.41,250185,12,4,2,Single,Graduate,1
Komal Dubey,42,364043,803,Business,0.28,111333,72,3,0,Single,Undergraduate,0
Priya Tripathi,36,264533,758,Business,0.12,65143,24,2,0,Single,Graduate,0
Priya Kulkarni,41,416241,662,Salaried,0.18,206961,12,7,0,Single,Postgraduate,0
Radhika Nair,56,727076,623,Unemployed,0.24,136709,24,2,2,Single,Undergraduate,1
Sneha Bhosale,33,796029,650,Salaried,0.51,177132,60,7,3,Single,Undergraduate,1
Priya Sawant,21,638150,810,Salaried,0.25,78951,24,5,0,Single,Postgraduate,0
Sneha Deshmukh,45,390762,782,Business,0.28,183157,24,2,0,Married,Graduate,0
Asha Gupta,30,407362,616,Salaried,0.54,47031,72,3,2,Married,Postgraduate,1
Preeti Saxena,30,548460,695,Business,0.43,142002,24,6,0,Married,Graduate,0
Asha Jadhav,34,855866,501,Business,0.32,257422,24,0,1,Single,Undergraduate,1
Kavita Mishra,28,280292,684,Government,0.17,47564,12,0,0,Married,Undergraduate,0
Ajay Yadav,33,883408,613,Salaried,0.11,418278,12,6,1,Married,Postgraduate,1
Riya Yadav,41,593200,611,Government,0.53,123301,12,4,2,Single,Graduate,1
Arjun Shinde,36,369196,709,Business,0.29,138996,48,0,0,Married,Graduate,0
Pooja Thakur,52,1005057,614,Government,0.51,479140,72,6,2,Married,Postgraduate,1
Rahul Patil,23,624162,717,Unemployed,0.16,172731,12,3,0,Married,Postgraduate,1
Ankit Sawant,38,825227,651,Business,0.15,316263,72,6,1,Single,Graduate,0
Priya Yadav,27,1247444,720,Salaried,0.19,175462,72,1,1,Married,Postgraduate,0
Mahesh Thakur,21,590515,632,Business,0.14,100383,72,1,3,Married,Postgraduate,1
Ajay Tripathi,30,617338,654,Salaried,0.16,94108,36,4,0,Married,Postgraduate,0
Rajesh Pandey,28,585800,703,Government,0.46,98382,24,0,1,Married,Postgraduate,1
Sakshi Kadam,51,983578,592,Salaried,0.55,100203,36,3,2,Single,Postgraduate,1
Sakshi Joshi,33,461207,629,Salaried,0.25,82202,72,1,2,Single,Postgraduate,1
Mahesh Sharma,21,378233,783,Business,0.12,85782,72,4,0,Single,Graduate,0
Aditya Chatterjee,36,759994,769,Salaried,0.21,206304,36,2,0,Single,Undergraduate,0
Ankita Thakur,29,477487,716,Business,0.6,139517,24,2,0,Married,Postgraduate,1
Kavita Menon,39,613301,637,Self-employed,0.53,272594,24,0,3,Single,Undergraduate,1
Manoj Patil,24,237994,655,Government,0.31,31640,12,7,0,Married,Graduate,0
Rahul Gupta,39,1103187,730,Salaried,0.26,429982,36,7,0,Married,Undergraduate,0
Sanjay More,32,339813,780,Government,0.12,152365,48,6,0,Married,Postgraduate,0
Anjali Shinde,37,518079,484,Self-employed,0.23,211811,72,2,3,Married,Undergraduate,1
Nitin Pawar,51,612697,707,Business,0.17,125544,60,3,1,Single,Undergraduate,0
Isha Patel,50,1112344,700,Salaried,0.17,131755,48,0,1,Married,Graduate,0
Vivek Mishra,35,536792,637,Salaried,0.56,147091,24,7,3,Married,Postgraduate,1
Swati Joshi,40,905281,688,Salaried,0.49,229246,48,3,0,Married,Graduate,1
Arjun Choudhary,30,312304,569,Business,0.52,117671,60,7,1,Single,Graduate,1
Radhika Saxena,42,1390042,573,Unemployed,0.22,205036,72,4,2,Single,Undergraduate,1
Manoj Shinde,44,278940,645,Government,0.59,39805,48,6,3,Single,Graduate,1
Tanvi Saxena,21,341006,704,Self-employed,0.52,37472,60,4,1,Married,Postgraduate,1
